neighbourhood,period,number_of_reviews_ltm_median,number_of_reviews_ltm_median_abs_deviation,host_total_listings_count_median,host_total_listings_count_median_abs_deviation,room_type_mode,room_type_shannon_entropy,accommodates_median,accommodates_median_abs_deviation,price_median,price_median_abs_deviation,number_of_reviews_median,number_of_reviews_median_abs_deviation,review_scores_rating_median,review_scores_rating_median_abs_deviation,review_scores_accuracy_median,review_scores_accuracy_median_abs_deviation,review_scores_cleanliness_median,review_scores_cleanliness_median_abs_deviation,review_scores_checkin_median,review_scores_checkin_median_abs_deviation,review_scores_communication_median,review_scores_communication_median_abs_deviation,review_scores_location_median,review_scores_location_median_abs_deviation,review_scores_value_median,review_scores_value_median_abs_deviation,reviews_per_month_median,reviews_per_month_median_abs_deviation,place,latitude_median,latitude_median_abs_deviation,longitude_median,longitude_median_abs_deviation
IX Eur,Early Autumn,3.0,3.0,2.0,1.0,Entire home/apt,0.8134,4.0,1.0,88.0,21.0,12.0,10.0,4.92,0.08,4.91,0.09,4.925,0.075,4.945,0.055,4.98,0.02,4.69,0.19,4.79,0.21,0.59,0.475,Roma,41.8133,0.0113,12.4676,0.0193
IX Eur,Early Spring,4.0,4.0,2.0,1.0,Entire home/apt,0.8982,3.0,1.0,88.0,23.0,12.0,10.0,4.89,0.11,4.9,0.1,4.91,0.09,4.93,0.07,4.97,0.03,4.665,0.195,4.77,0.18,0.62,0.48,Roma,41.81,0.0141,12.4702,0.0201
IX Eur,Early Summer,4.0,4.0,2.0,1.0,Entire home/apt,0.8643,3.0,1.0,88.0,23.0,12.5,10.5,4.88,0.12,4.9,0.1,4.91,0.09,4.93,0.07,4.97,0.03,4.67,0.19,4.77,0.18,0.69,0.57,Roma,41.812,0.0126,12.4656,0.0195
IX Eur,Early Winter,4.0,4.0,2.0,1.0,Entire home/apt,0.903,4.0,1.0,87.0,27.0,12.0,10.0,4.88,0.12,4.9,0.1,4.9,0.1,4.93,0.07,4.97,0.03,4.65,0.18,4.75,0.18,0.64,0.51,Roma,41.8099,0.0142,12.4738,0.0194
Isolotto Legnaia,Early Spring,11.0,10.0,2.0,1.0,Entire home/apt,0.7788,4.0,1.0,99.0,28.0,27.0,23.0,4.87,0.13,4.9,0.1,4.89,0.11,4.93,0.07,4.95,0.05,4.71,0.15,4.78,0.14,1.115,0.815,Firenze,43.7722,0.002,11.2243,0.0103
Isolotto Legnaia,Early Summer,11.0,10.0,2.0,1.0,Entire home/apt,0.7678,4.0,1.0,104.0,26.0,28.0,23.0,4.86,0.13,4.9,0.1,4.89,0.11,4.93,0.07,4.94,0.06,4.7,0.13,4.785,0.135,1.555,1.15,Firenze,43.7723,0.0019,11.224,0.0105
Isolotto Legnaia,Early Winter,9.0,9.0,2.0,1.0,Entire home/apt,0.7868,4.0,1.0,94.0,25.0,27.0,22.0,4.86,0.14,4.89,0.11,4.89,0.11,4.93,0.07,4.94,0.06,4.69,0.14,4.78,0.13,1.095,0.865,Firenze,43.7721,0.0021,11.2251,0.0101
LAMBRATE,Early Spring,7.0,6.0,2.0,1.0,Entire home/apt,0.6582,3.0,1.0,79.5,20.0,12.0,10.0,4.89,0.11,4.9,0.1,4.85,0.15,4.895,0.105,4.945,0.055,4.65,0.175,4.7,0.175,0.935,0.68,Milano,45.4797,0.0042,9.2438,0.0021
LAMBRATE,Early Summer,6.0,5.0,2.0,1.0,Entire home/apt,0.6536,3.0,1.0,84.0,16.0,10.0,8.0,4.92,0.08,4.92,0.08,4.88,0.12,4.91,0.09,4.95,0.05,4.63,0.19,4.75,0.19,0.99,0.62,Milano,45.4792,0.0045,9.2438,0.0022
LAMBRATE,Early Winter,4.0,4.0,2.0,1.0,Entire home/apt,0.7094,3.0,1.0,84.0,16.0,9.0,7.0,4.83,0.17,4.88,0.12,4.87,0.13,4.94,0.06,4.97,0.03,4.64,0.16,4.69,0.19,0.77,0.7,Milano,45.4803,0.0034,9.2433,0.0019
LODI - CORVETTO,Early Spring,5.0,5.0,2.0,1.0,Entire home/apt,0.7901,3.0,1.0,82.0,18.0,10.0,8.0,4.86,0.14,4.91,0.09,4.89,0.11,4.93,0.07,4.97,0.03,4.7,0.2,4.73,0.21,0.89,0.74,Milano,45.442,0.0019,9.2193,0.0042
LODI - CORVETTO,Early Summer,4.0,4.0,2.0,1.0,Entire home/apt,0.7681,3.0,1.0,83.0,19.0,10.0,8.0,4.86,0.14,4.91,0.09,4.89,0.11,4.93,0.07,4.98,0.02,4.69,0.19,4.75,0.25,0.91,0.7,Milano,45.4421,0.0018,9.2196,0.0043
LODI - CORVETTO,Early Winter,3.0,3.0,2.0,1.0,Entire home/apt,0.8631,3.0,1.0,83.0,17.0,9.0,7.0,4.86,0.14,4.91,0.09,4.88,0.12,4.93,0.07,4.98,0.02,4.69,0.19,4.71,0.21,0.72,0.65,Milano,45.442,0.0018,9.2198,0.0044
LORENTEGGIO,Early Spring,2.0,2.0,5.0,4.0,Entire home/apt,0.8512,4.0,1.0,81.0,23.0,8.0,5.0,4.89,0.11,4.89,0.11,4.87,0.13,4.94,0.06,5.0,0.0,4.67,0.21,4.71,0.25,0.39,0.31,Milano,45.4545,0.0017,9.1239,0.0034
LORENTEGGIO,Early Summer,2.0,2.0,3.0,2.0,Entire home/apt,0.8555,4.0,1.0,87.0,21.0,8.0,6.0,4.87,0.13,4.88,0.12,4.89,0.11,4.92,0.08,4.96,0.04,4.67,0.2,4.71,0.21,0.52,0.38,Milano,45.4545,0.0021,9.124,0.0033
LORENTEGGIO,Early Winter,3.0,3.0,2.0,1.0,Entire home/apt,0.896,3.0,1.0,87.5,22.5,8.5,5.5,4.845,0.155,4.88,0.12,4.84,0.16,4.905,0.095,4.93,0.07,4.64,0.21,4.7,0.23,0.365,0.28,Milano,45.4544,0.0017,9.1242,0.0032
LORETO,Early Spring,7.0,7.0,2.0,1.0,Entire home/apt,0.7406,3.0,1.0,89.0,21.0,14.0,12.0,4.8,0.2,4.87,0.13,4.83,0.17,4.9,0.1,4.94,0.06,4.67,0.17,4.7,0.2,1.01,0.85,Milano,45.4906,0.0021,9.2194,0.0031
LORETO,Early Summer,6.0,6.0,2.0,1.0,Entire home/apt,0.7349,3.0,1.0,91.0,22.0,14.0,12.0,4.81,0.19,4.86,0.14,4.83,0.17,4.89,0.11,4.94,0.06,4.67,0.17,4.69,0.19,1.1,0.93,Milano,45.4906,0.0021,9.2194,0.0032
LORETO,Early Winter,5.0,5.0,2.0,1.0,Entire home/apt,0.8346,3.0,1.0,89.0,18.0,12.0,10.0,4.81,0.19,4.88,0.12,4.83,0.17,4.91,0.09,4.94,0.06,4.67,0.18,4.69,0.21,0.8,0.72,Milano,45.4906,0.002,9.2195,0.0032
La Favorita,Early Autumn,33.0,15.0,3.0,2.0,Entire home/apt,-0.0,3.0,1.0,87.0,17.0,110.0,90.0,4.91,0.08,4.91,0.04,4.96,0.02,4.91,0.08,4.97,0.01,4.73,0.04,4.85,0.05,2.9,0.38,Venezia,45.527,0.0008,12.2394,0.001
La Favorita,Early Spring,48.0,2.0,3.0,2.0,Entire home/apt,-0.0,4.0,1.0,70.0,0.0,86.0,68.0,4.97,0.03,4.99,0.01,4.98,0.01,4.98,0.01,4.99,0.01,4.75,0.08,4.93,0.06,2.92,0.25,Venezia,45.527,0.0022,12.2394,0.0007
La Favorita,Early Summer,43.5,7.0,3.0,2.0,Entire home/apt,-0.0,3.5,1.0,77.0,7.0,95.5,82.0,4.94,0.045,4.935,0.06,4.975,0.02,4.975,0.02,4.98,0.015,4.67,0.08,4.87,0.06,3.19,0.26,Venezia,45.527,0.0013,12.2397,0.0006
La Favorita,Early Winter,46.0,5.0,2.0,1.0,Entire home/apt,-0.0,3.5,0.5,70.0,0.0,118.0,37.5,4.97,0.015,4.975,0.02,4.985,0.01,4.975,0.01,4.98,0.015,4.775,0.07,4.91,0.05,3.155,0.14,Venezia,45.5259,0.0013,12.2391,0.0005
Lido,Early Autumn,4.0,4.0,2.0,1.0,Entire home/apt,0.5823,4.0,1.0,220.5,81.5,21.0,18.0,4.86,0.14,4.88,0.12,4.87,0.13,4.94,0.06,4.935,0.065,4.88,0.1,4.71,0.15,0.645,0.425,Venezia,45.4122,0.0048,12.3693,0.0045
Lido,Early Spring,5.0,5.0,2.0,1.0,Entire home/apt,0.6438,4.0,1.0,150.0,40.5,18.5,15.5,4.86,0.14,4.88,0.12,4.88,0.12,4.94,0.06,4.94,0.06,4.88,0.11,4.7,0.16,0.48,0.32,Venezia,45.4122,0.0046,12.3693,0.0039
Lido,Early Summer,4.0,4.0,2.0,1.0,Entire home/apt,0.5672,4.0,1.0,160.0,40.0,19.0,16.0,4.86,0.14,4.89,0.11,4.86,0.14,4.93,0.07,4.93,0.07,4.88,0.1,4.71,0.15,0.58,0.39,Venezia,45.4122,0.0047,12.3692,0.0041
Lido,Early Winter,5.0,5.0,2.0,1.0,Entire home/apt,0.6986,4.0,1.0,133.0,43.0,18.0,15.0,4.85,0.15,4.88,0.12,4.87,0.13,4.94,0.06,4.94,0.06,4.89,0.11,4.7,0.17,0.56,0.34,Venezia,45.4124,0.0046,12.3696,0.0041
MACIACHINI - MAGGIOLINA,Early Spring,5.5,5.5,3.0,2.0,Entire home/apt,0.9187,3.0,1.0,90.0,25.0,11.5,10.5,4.88,0.12,4.89,0.11,4.87,0.13,4.935,0.065,4.94,0.06,4.72,0.16,4.725,0.19,0.865,0.695,Milano,45.4973,0.0035,9.1984,0.0039
MACIACHINI - MAGGIOLINA,Early Summer,6.0,6.0,3.0,2.0,Entire home/apt,0.8448,4.0,1.0,91.0,22.5,12.5,10.5,4.86,0.14,4.87,0.13,4.855,0.145,4.9,0.1,4.94,0.06,4.715,0.145,4.71,0.2,1.0,0.83,Milano,45.4975,0.0035,9.1982,0.004
MACIACHINI - MAGGIOLINA,Early Winter,4.0,4.0,3.0,2.0,Entire home/apt,1.0297,3.0,1.0,90.0,20.5,10.5,9.0,4.835,0.165,4.88,0.12,4.86,0.14,4.93,0.07,4.95,0.05,4.71,0.16,4.71,0.18,0.85,0.71,Milano,45.4972,0.0035,9.1982,0.0041
MAGENTA - S. VITTORE,Early Spring,4.0,4.0,6.0,5.0,Entire home/apt,0.4964,3.0,1.0,120.0,33.0,10.0,9.0,4.83,0.17,4.86,0.14,4.83,0.17,4.9,0.1,4.92,0.08,4.92,0.08,4.67,0.23,0.67,0.53,Milano,45.4619,0.0041,9.1724,0.0016
MAGENTA - S. VITTORE,Early Summer,4.0,4.0,6.0,5.0,Entire home/apt,0.4508,3.0,1.0,125.0,34.0,10.0,8.0,4.83,0.17,4.87,0.13,4.86,0.14,4.91,0.09,4.92,0.08,4.91,0.09,4.71,0.24,0.74,0.6,Milano,45.4616,0.0039,9.1723,0.0017
MAGENTA - S. VITTORE,Early Winter,3.0,3.0,5.0,4.0,Entire home/apt,0.5616,3.0,1.0,121.0,38.0,10.0,9.0,4.8,0.2,4.86,0.14,4.84,0.16,4.91,0.09,4.92,0.08,4.91,0.09,4.67,0.23,0.6,0.5,Milano,45.4619,0.0042,9.1724,0.0018
MAGGIORE - MUSOCCO,Early Spring,4.0,3.0,3.0,2.0,Entire home/apt,0.5336,4.0,1.0,86.0,22.0,8.0,6.0,4.89,0.11,4.9,0.1,4.85,0.15,4.88,0.12,4.97,0.03,4.63,0.23,4.71,0.29,0.47,0.35,Milano,45.5054,0.0027,9.1226,0.0057
MAGGIORE - MUSOCCO,Early Summer,3.0,3.0,2.0,1.0,Entire home/apt,0.5027,4.0,1.0,89.5,30.5,9.0,6.0,4.83,0.17,4.93,0.07,4.87,0.13,4.9,0.1,4.95,0.05,4.64,0.25,4.71,0.29,0.46,0.32,Milano,45.5056,0.0025,9.1226,0.0067
MAGGIORE - MUSOCCO,Early Winter,3.0,3.0,2.0,1.0,Entire home/apt,0.6022,3.0,1.0,89.5,25.5,8.0,6.0,4.865,0.135,4.895,0.105,4.865,0.135,4.895,0.105,4.955,0.045,4.655,0.275,4.74,0.26,0.53,0.395,Milano,45.5051,0.0025,9.1227,0.0069
MECENATE,Early Spring,5.0,5.0,3.0,2.0,Entire home/apt,0.7936,3.0,1.0,80.0,25.0,11.0,9.0,4.885,0.115,4.92,0.08,4.885,0.115,4.93,0.07,4.955,0.045,4.63,0.18,4.735,0.175,1.23,0.91,Milano,45.453,0.0044,9.2438,0.0019
MECENATE,Early Summer,6.0,5.5,3.0,2.0,Entire home/apt,0.8948,2.5,0.5,80.5,18.5,10.0,8.5,4.9,0.1,4.93,0.07,4.915,0.085,4.93,0.07,4.97,0.03,4.625,0.225,4.73,0.235,1.145,0.835,Milano,45.4535,0.0059,9.2439,0.0019
MECENATE,Early Winter,5.0,5.0,2.0,1.0,Entire home/apt,0.7602,3.0,1.0,81.5,25.0,9.0,7.0,4.88,0.12,4.92,0.08,4.86,0.14,4.94,0.06,4.97,0.03,4.64,0.21,4.73,0.185,0.87,0.695,Milano,45.4527,0.0053,9.244,0.0022
MUGGIANO,Early Spring,3.0,3.0,2.0,1.0,Entire home/apt,0.971,3.0,0.0,95.0,1.0,23.0,1.0,4.7,0.03,4.74,0.07,4.78,0.13,4.87,0.08,4.79,0.08,4.54,0.15,4.57,0.21,0.5,0.3,Milano,45.4507,0.0021,9.0696,0.0015
MUGGIANO,Early Summer,2.0,2.0,2.0,1.0,Entire home/apt,0.9852,3.0,0.0,69.0,10.0,6.0,5.0,4.74,0.09,4.78,0.11,4.79,0.12,5.0,0.0,4.88,0.12,4.58,0.41,4.58,0.25,0.45,0.27,Milano,45.4507,0.0017,9.0696,0.0015
MUGGIANO,Early Winter,3.0,2.5,2.0,1.0,Entire home/apt,0.9183,3.5,0.5,95.0,13.0,23.0,3.5,4.855,0.145,4.875,0.125,4.845,0.095,4.92,0.08,4.885,0.105,4.565,0.12,4.675,0.185,0.805,0.335,Milano,45.4517,0.0012,9.0704,0.0013
Malamocco,Early Autumn,4.0,4.0,1.0,0.0,Entire home/apt,-0.0,4.0,0.0,196.0,60.0,16.0,12.0,4.99,0.01,4.95,0.05,5.0,0.0,5.0,0.0,4.97,0.03,4.84,0.09,4.8,0.12,1.06,0.29,Venezia,45.3725,0.0005,12.3389,0.0008
Malamocco,Early Spring,10.0,8.0,1.0,0.0,Entire home/apt,-0.0,4.0,0.0,119.0,4.25,28.5,22.0,4.955,0.045,4.925,0.04,4.985,0.015,4.995,0.005,4.975,0.025,4.815,0.04,4.815,0.05,0.875,0.475,Venezia,45.3725,0.0004,12.339,0.0009
Malamocco,Early Summer,2.0,2.0,1.0,0.0,Entire home/apt,-0.0,4.0,0.0,123.0,16.0,16.0,14.0,4.99,0.01,4.96,0.04,5.0,0.0,5.0,0.0,5.0,0.0,4.85,0.11,4.83,0.08,1.0,0.8,Venezia,45.3725,0.0003,12.3391,0.0009
Malamocco,Early Winter,10.0,9.0,1.0,0.0,Entire home/apt,-0.0,4.0,0.0,113.5,17.0,28.5,22.0,4.955,0.045,4.925,0.035,4.985,0.015,4.995,0.005,4.975,0.025,4.82,0.04,4.82,0.05,0.935,0.605,Venezia,45.3725,0.0004,12.339,0.0009
Malcontenta,Early Autumn,20.0,13.5,4.0,1.0,Private room,0.8113,2.5,0.5,68.0,6.0,89.0,18.0,4.55,0.1,4.64,0.065,4.715,0.045,4.775,0.085,4.755,0.08,4.435,0.105,4.545,0.125,3.245,0.385,Venezia,45.4378,0.0002,12.2051,0.0006
Malcontenta,Early Spring,23.0,16.0,4.0,0.0,Private room,0.5917,3.0,1.0,63.0,5.0,79.0,3.0,4.54,0.15,4.68,0.13,4.7,0.05,4.81,0.03,4.77,0.06,4.51,0.11,4.56,0.17,3.4,0.15,Venezia,45.438,0.0,12.2051,0.0
Malcontenta,Early Summer,19.0,10.0,5.0,0.0,Private room,0.8631,2.0,1.0,68.0,0.0,82.0,9.0,4.54,0.13,4.68,0.12,4.7,0.03,4.83,0.02,4.77,0.06,4.38,0.22,4.55,0.14,3.15,0.15,Venezia,45.438,0.0,12.2051,0.0
Malcontenta,Early Winter,30.0,15.0,4.0,0.0,Private room,0.5917,3.0,1.0,500.0,350.0,79.0,3.0,4.54,0.15,4.67,0.12,4.71,0.06,4.82,0.03,4.77,0.07,4.52,0.1,4.56,0.17,3.85,0.2,Venezia,45.438,0.0,12.2051,0.0
Marghera,Early Autumn,17.0,16.0,4.0,3.0,Entire home/apt,1.3312,3.0,1.0,87.5,22.5,34.0,31.0,4.8,0.17,4.85,0.12,4.84,0.16,4.88,0.11,4.89,0.11,4.68,0.15,4.74,0.15,2.1,1.49,Venezia,45.4753,0.0024,12.2246,0.003
Marghera,Early Spring,18.0,17.0,4.0,3.0,Entire home/apt,1.3704,3.0,1.0,83.0,23.0,40.5,38.5,4.84,0.155,4.89,0.11,4.855,0.145,4.9,0.1,4.9,0.1,4.68,0.16,4.77,0.16,1.875,1.205,Venezia,45.4751,0.0024,12.2247,0.003
Marghera,Early Summer,15.0,14.0,4.0,3.0,Entire home/apt,1.3489,3.0,1.0,92.0,22.0,40.0,37.0,4.84,0.16,4.88,0.11,4.86,0.14,4.9,0.1,4.89,0.11,4.69,0.15,4.76,0.14,1.98,1.31,Venezia,45.4751,0.0024,12.2247,0.0031
Marghera,Early Winter,19.0,18.0,4.0,3.0,Entire home/apt,1.3733,3.0,1.0,70.0,22.0,47.0,45.0,4.83,0.15,4.88,0.1,4.84,0.14,4.9,0.1,4.9,0.1,4.69,0.15,4.76,0.16,2.1,1.45,Venezia,45.4752,0.0023,12.2247,0.0031
Marghera Catene,Early Autumn,7.0,7.0,4.0,3.0,Private room,0.9932,3.0,1.0,70.0,20.0,50.0,46.0,4.8,0.15,4.82,0.13,4.84,0.14,4.93,0.07,4.94,0.06,4.63,0.13,4.75,0.17,1.3,0.79,Venezia,45.4774,0.0014,12.2101,0.0026
Marghera Catene,Early Spring,4.0,4.0,3.0,2.0,Entire home/apt,1.1784,4.0,1.0,70.0,12.0,47.0,45.0,4.87,0.13,4.87,0.13,4.86,0.14,4.93,0.07,4.93,0.07,4.65,0.15,4.81,0.13,0.94,0.87,Venezia,45.4773,0.0009,12.2101,0.0031
Marghera Catene,Early Summer,12.5,12.0,3.5,2.5,Entire home/apt,1.0,3.0,1.0,73.0,18.5,56.5,52.5,4.85,0.11,4.86,0.13,4.855,0.125,4.93,0.07,4.945,0.055,4.67,0.125,4.785,0.135,1.16,0.845,Venezia,45.4774,0.0012,12.2105,0.0029
Marghera Catene,Early Winter,9.0,9.0,3.0,2.0,Entire home/apt,1.1767,4.0,1.0,66.0,15.0,45.5,42.5,4.82,0.14,4.86,0.13,4.825,0.15,4.93,0.07,4.92,0.08,4.695,0.135,4.78,0.14,0.705,0.64,Venezia,45.4771,0.001,12.209,0.0042
Marghera Zona Industriale,Early Autumn,7.0,5.0,11.0,8.0,Entire home/apt,1.3486,3.0,1.0,80.0,5.0,18.0,13.0,4.55,0.26,4.65,0.26,4.65,0.22,4.8,0.09,4.65,0.1,4.43,0.17,4.52,0.28,0.73,0.44,Venezia,45.4703,0.0039,12.2401,0.008
Marghera Zona Industriale,Early Spring,5.5,4.5,11.0,6.0,Entire home/apt,1.0,3.5,0.5,72.0,14.5,28.5,24.5,4.66,0.325,4.765,0.235,4.705,0.23,4.865,0.135,4.7,0.265,4.47,0.11,4.595,0.155,0.51,0.285,Venezia,45.4723,0.0038,12.2401,0.0046
Marghera Zona Industriale,Early Summer,7.0,6.0,11.0,6.0,Entire home/apt,1.0,3.5,0.5,78.5,0.75,30.5,25.5,4.525,0.31,4.605,0.31,4.61,0.19,4.765,0.185,4.67,0.155,4.44,0.18,4.495,0.31,0.555,0.34,Venezia,45.4723,0.0038,12.2401,0.0046
Marghera Zona Industriale,Early Winter,8.0,8.0,11.0,8.0,Entire home/apt,0.994,4.0,0.0,68.0,17.0,39.0,35.0,4.76,0.24,4.87,0.13,4.67,0.23,4.88,0.12,4.68,0.24,4.4,0.07,4.66,0.2,0.85,0.55,Venezia,45.4703,0.0039,12.2401,0.008
Marocco Terraglio,Early Autumn,3.0,3.0,3.0,1.0,Entire home/apt,-0.0,4.0,0.0,199.0,93.0,5.0,4.0,4.81,0.04,5.0,0.0,4.87,0.13,4.88,0.12,5.0,0.0,4.63,0.37,4.8,0.17,0.21,0.18,Venezia,45.5366,0.0002,12.2372,0.001
Marocco Terraglio,Early Spring,3.0,3.0,3.0,1.0,Entire home/apt,-0.0,4.0,1.0,239.0,100.0,4.0,3.0,4.81,0.08,5.0,0.0,4.93,0.07,4.85,0.15,5.0,0.0,4.75,0.25,4.75,0.25,0.22,0.18,Venezia,45.5366,0.0002,12.2372,0.001
Marocco Terraglio,Early Summer,3.0,3.0,3.0,1.0,Entire home/apt,-0.0,4.0,1.0,199.0,100.0,5.0,4.0,4.8,0.03,5.0,0.0,4.85,0.15,4.87,0.13,5.0,0.0,4.62,0.38,4.8,0.2,0.24,0.2,Venezia,45.5366,0.0002,12.2372,0.001
Marocco Terraglio,Early Winter,2.0,2.0,3.0,1.0,Entire home/apt,-0.0,4.0,1.0,239.0,91.0,3.0,2.0,4.81,0.14,5.0,0.0,4.93,0.07,4.84,0.16,5.0,0.0,4.67,0.33,5.0,0.0,0.2,0.15,Venezia,45.5366,0.0002,12.2372,0.001
Mazzorbo,Early Autumn,8.0,0.0,4.0,0.0,Entire home/apt,-0.0,4.0,0.0,129.0,0.0,40.0,0.0,4.9,0.0,4.93,0.0,4.45,0.0,4.95,0.0,4.98,0.0,4.98,0.0,4.8,0.0,0.52,0.0,Venezia,45.4882,0.0,12.4102,0.0
Mazzorbo,Early Spring,8.0,0.0,4.0,0.0,Entire home/apt,-0.0,4.0,0.0,131.0,0.0,34.0,0.0,4.88,0.0,4.91,0.0,4.38,0.0,4.97,0.0,4.97,0.0,4.97,0.0,4.79,0.0,0.48,0.0,Venezia,45.4882,0.0,12.4102,0.0
Mazzorbo,Early Summer,7.0,0.0,4.0,0.0,Entire home/apt,-0.0,4.0,0.0,129.0,0.0,37.0,0.0,4.89,0.0,4.92,0.0,4.43,0.0,4.97,0.0,4.97,0.0,4.97,0.0,4.81,0.0,0.5,0.0,Venezia,45.4882,0.0,12.4102,0.0
Mazzorbo,Early Winter,8.0,0.0,4.0,0.0,Entire home/apt,-0.0,4.0,0.0,131.0,0.0,34.0,0.0,4.88,0.0,4.91,0.0,4.38,0.0,4.97,0.0,4.97,0.0,4.97,0.0,4.79,0.0,0.5,0.0,Venezia,45.4882,0.0,12.4102,0.0
Mercato,Early Spring,5.0,5.0,3.0,1.0,Entire home/apt,0.9718,4.0,1.0,77.0,17.0,9.5,8.5,4.76,0.195,4.84,0.16,4.86,0.14,4.865,0.135,4.925,0.075,4.515,0.275,4.73,0.2,0.935,0.78,Napoli,40.8491,0.0015,14.2707,0.0014
Mercato,Early Summer,8.0,8.0,3.0,1.0,Entire home/apt,0.9788,3.0,1.0,80.0,21.0,12.5,10.5,4.755,0.18,4.845,0.155,4.86,0.14,4.875,0.125,4.93,0.07,4.5,0.25,4.715,0.205,1.015,0.9,Napoli,40.8493,0.0015,14.2707,0.0013
Mercato,Early Winter,4.0,4.0,3.0,2.0,Entire home/apt,0.9558,4.0,1.0,75.0,22.0,11.0,10.0,4.75,0.225,4.855,0.145,4.855,0.145,4.85,0.15,4.905,0.095,4.5,0.235,4.685,0.195,0.91,0.76,Napoli,40.8492,0.0015,14.2707,0.0015
Miano,Early Spring,4.5,2.5,3.0,0.0,Entire home/apt,0.8113,5.5,0.5,96.5,3.5,10.0,5.0,4.97,0.03,4.96,0.04,4.975,0.025,4.915,0.045,4.98,0.02,4.625,0.055,4.93,0.04,0.37,0.075,Napoli,40.8858,0.0005,14.2588,0.0003
Miano,Early Summer,3.0,2.0,3.0,0.0,Entire home/apt,-0.0,6.0,0.0,85.0,0.0,13.0,10.0,5.0,0.0,5.0,0.0,5.0,0.0,4.92,0.01,5.0,0.0,4.67,0.02,4.92,0.01,0.39,0.17,Napoli,40.8861,0.0007,14.2591,0.0
Miano,Early Winter,3.0,2.0,3.0,0.0,Entire home/apt,0.7219,5.0,1.0,90.0,0.0,7.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,4.92,0.08,5.0,0.0,4.58,0.11,4.94,0.06,0.39,0.05,Napoli,40.8854,0.0007,14.2591,0.0005
Montecalvario,Early Spring,8.0,7.0,2.0,1.0,Entire home/apt,0.7658,4.0,1.0,86.0,21.0,18.0,16.0,4.85,0.15,4.9,0.1,4.88,0.12,4.92,0.08,4.96,0.04,4.87,0.13,4.78,0.15,0.97,0.7,Napoli,40.8436,0.0022,14.2468,0.0012
Montecalvario,Early Summer,7.0,6.0,2.0,1.0,Entire home/apt,0.7962,4.0,1.0,89.0,20.0,17.0,15.0,4.85,0.15,4.89,0.11,4.88,0.12,4.915,0.085,4.96,0.04,4.86,0.14,4.77,0.15,1.0,0.78,Napoli,40.8438,0.0021,14.2468,0.0013
Montecalvario,Early Winter,8.0,7.0,2.0,1.0,Entire home/apt,0.8021,4.0,1.0,87.0,22.0,19.0,17.0,4.83,0.15,4.88,0.12,4.88,0.12,4.91,0.09,4.95,0.05,4.85,0.14,4.77,0.14,1.08,0.8,Napoli,40.8435,0.0021,14.2467,0.0013
Murano,Early Autumn,14.0,11.0,3.0,2.0,Entire home/apt,0.5571,4.0,1.0,150.0,27.0,54.0,40.0,4.93,0.06,4.94,0.06,4.96,0.04,4.94,0.05,4.95,0.05,4.9,0.04,4.83,0.09,1.16,0.65,Venezia,45.4566,0.0018,12.3538,0.0024
Murano,Early Spring,12.0,11.0,3.0,2.0,Entire home/apt,0.633,4.0,1.0,133.0,33.0,55.0,37.0,4.92,0.07,4.93,0.06,4.94,0.06,4.93,0.06,4.93,0.06,4.9,0.06,4.83,0.08,1.04,0.54,Venezia,45.4566,0.0017,12.3542,0.0025
Murano,Early Summer,12.0,10.0,3.0,2.0,Entire home/apt,0.645,4.0,1.0,145.0,29.5,54.5,40.5,4.925,0.07,4.94,0.06,4.94,0.06,4.94,0.06,4.94,0.06,4.905,0.055,4.83,0.08,1.29,0.73,Venezia,45.4566,0.0018,12.3539,0.0024
Murano,Early Winter,11.0,11.0,3.0,2.0,Entire home/apt,0.633,4.0,1.0,115.0,25.0,54.0,35.0,4.92,0.07,4.93,0.06,4.94,0.06,4.94,0.05,4.93,0.06,4.9,0.06,4.83,0.07,1.19,0.66,Venezia,45.4566,0.0018,12.354,0.0026
NAVIGLI,Early Spring,8.0,7.0,3.0,2.0,Entire home/apt,0.4229,3.0,1.0,107.0,27.0,19.0,16.0,4.86,0.14,4.89,0.11,4.86,0.14,4.91,0.09,4.95,0.05,4.9,0.1,4.73,0.16,1.03,0.85,Milano,45.451,0.002,9.1726,0.0027
NAVIGLI,Early Summer,7.0,6.0,3.0,2.0,Entire home/apt,0.4604,3.0,1.0,110.0,25.0,17.5,15.5,4.84,0.16,4.88,0.12,4.85,0.15,4.91,0.09,4.95,0.05,4.89,0.11,4.71,0.18,1.05,0.88,Milano,45.4508,0.0021,9.1723,0.0028
NAVIGLI,Early Winter,5.0,5.0,3.0,2.0,Entire home/apt,0.5723,3.0,1.0,107.0,25.0,15.0,13.0,4.845,0.155,4.885,0.115,4.84,0.16,4.92,0.08,4.96,0.04,4.9,0.1,4.71,0.19,0.79,0.72,Milano,45.4507,0.0021,9.1722,0.0032
NIGUARDA - CA' GRANDA,Early Spring,4.0,3.0,2.0,1.0,Entire home/apt,0.7969,3.0,1.0,80.0,16.0,10.0,8.0,4.83,0.17,4.9,0.1,4.89,0.11,4.93,0.07,4.95,0.05,4.63,0.22,4.69,0.19,0.75,0.59,Milano,45.5154,0.004,9.1956,0.0043
